usn,name,name_fr,category,h_psn,root_node.usn,root_node.name_fr,nht_period,egc_tagx.glb500.y2023,egc_tagx.chn500.y2023,egc_tagx.soe.y2023,egc_tagx.plc.y2023,egc_tagx.nht.y2023,egc_tagx.isc100.y2023,egc_tagx.fic500_all.y2023,egc_tagx.fic500_mfg.y2023,egc_tagx.fic100_svc.y2023,h_comments
axh,北京国际人力资本集团股份有限公司,北京国际人力资本集团股份有限公司,ent,i-root,axh,北京国际人力资本集团股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,240119:母公司由北京国资委管
axj,江苏华锐频科技有限公司,江苏华锐频科技有限公司,ent,an8,an8,浙江大华技术股份有限公司,"{""2023-01-23"":""2026-01-23""}",nf-404,[chn],nf-404,[plc],[nht],nf-404,[fic],nf-404,nf-404,240120：曾用名无锡大华锐频科技有限公司
axk,快手科技,快手科技,ent,i-root,axk,快手科技,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240120：组织关系参考-快手FR22-P254
axi,福特汽车公司,福特汽车公司,ent,i-root,axi,福特汽车公司,{},glb,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
axl,携程集团有限公司,携程集团有限公司,ent,i-root,axl,携程集团有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240224：在香港、美国上市了。
axm,百度集团股份有限公司,百度集团股份有限公司,ent,i-root,axm,百度集团股份有限公司,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240120：https://ir.baidu.com/-在香港、美国上市
axn,苏宁环球股份有限公司,苏宁环球股份有限公司,ent,i-root,axn,苏宁环球股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,240120：苏宁环球股份有限公司为苏宁环球集团旗下上市公司；下属公司参考-http://www.suning-universal.com/xiashugongsi/index.html
axo,国家能源投资集团有限责任公司,国家能源投资集团有限责任公司,ent,i-root,axo,国家能源投资集团有限责任公司,{},glb,chn,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240120：下属chn视图chn
axp,国电科技环保集团有限责任公司,国电科技环保集团有限责任公司,ent,axo,axo,国家能源投资集团有限责任公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
axb,中国石油化工集团有限公司,中国石油化工集团有限公司,ent,i-root,axb,中国石油化工集团有限公司,{},glb,chn,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240119：子公司是chn，视同chn
axq,国电电力发展股份有限公司,国电电力发展股份有限公司,ent,axo,axo,国家能源投资集团有限责任公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,
axt,TCL科技集团股份有限公司,TCL科技集团股份有限公司,ent,i-root,axt,TCL科技集团股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,fic,fic,nf-404,
axr,北京巨量引擎网络技术有限公司,北京巨量引擎网络技术有限公司,ent,awi,awi,抖音有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
axv,爱奇艺有限公司,爱奇艺有限公司,ent,i-root,axv,爱奇艺有限公司,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ax3,中国冶金科工股份有限公司,中国冶金科工股份有限公司,ent,ax1,ax2,中国五矿集团有限公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,
axw,安道麦股份有限公司,安道麦股份有限公司,ent,i-root,axw,安道麦股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
axx,安徽楚江科技新材料股份有限公司,安徽楚江科技新材料股份有限公司,ent,i-root,axx,安徽楚江科技新材料股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,fic,fic,nf-404,
axz,安徽海螺水泥股份有限公司,安徽海螺水泥股份有限公司,ent,axy,axy,安徽海螺集团有限责任公司,{},[glb],[chn],nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
axy,安徽海螺集团有限责任公司,安徽海螺集团有限责任公司,ent,i-root,axy,安徽海螺集团有限责任公司,{},glb,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,"240223：下属企业chn视作chn
240222：组织架构参考http://www.chinaconch.com/conch/_97/55_97/index.html"
ay1,安徽建工集团股份有限公司,安徽建工集团股份有限公司,ent,i-root,ay1,安徽建工集团股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
axs,TCL电子控股有限公司,TCL电子控股有限公司,ent,i-root,axs,TCL电子控股有限公司,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
axu,阿特斯太阳能有限公司,阿特斯太阳能有限公司,ent,i-root,axu,阿特斯太阳能有限公司,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ay0,安徽辉隆农资集团股份有限公司,安徽辉隆农资集团股份有限公司,ent,i-root,ay0,安徽辉隆农资集团股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ay3,安踏体育用品集团有限公司,安踏体育用品集团有限公司,ent,i-root,ay3,安踏体育用品集团有限公司,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,fic,fic,nf-404,
ay2,安徽省皖能股份有限公司,安徽省皖能股份有限公司,ent,i-root,ay2,安徽省皖能股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ay5,鞍钢股份有限公司,鞍钢股份有限公司,ent,bji,ay6,鞍钢集团有限公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ay4,安阳钢铁股份有限公司,安阳钢铁股份有限公司,ent,i-root,ay4,安阳钢铁股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ay9,宝龙地产控股有限公司,宝龙地产控股有限公司,ent,i-root,ay9,宝龙地产控股有限公司,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ay7,白银有色集团股份有限公司,白银有色集团股份有限公司,ent,bjx,bhz,中国中信集团有限公司,{},[glb],chn,[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,240226：参考中信国安官网https://guoan.citic/Page/work?activeIndex=0
aya,宝山钢铁股份有限公司,宝山钢铁股份有限公司,ent,bdu,bdu,中国宝武钢铁集团有限公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ayb,宝胜科技创新股份有限公司,宝胜科技创新股份有限公司,ent,i-root,ayb,宝胜科技创新股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ayc,宝业集团股份有限公司,宝业集团股份有限公司,ent,i-root,ayc,宝业集团股份有限公司,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ayd,保利发展控股集团股份有限公司,保利发展控股集团股份有限公司,ent,bdv,bdv,中国保利集团有限公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ay6,鞍钢集团有限公司,鞍钢集团有限公司,ent,i-root,ay6,鞍钢集团有限公司,{},glb,chn,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240222：组织架构参考http://www.ansteel.cn/about/zuzhijigou/
ay8,百世集团,百世集团,ent,i-root,ay8,百世集团,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ayh,北方华锦化学工业股份有限公司,北方华锦化学工业股份有限公司,ent,bjy,bdx,中国兵器工业集团有限公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ayi,北京北辰实业股份有限公司,北京北辰实业股份有限公司,ent,i-root,ayi,北京北辰实业股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
aye,保利协鑫能源控股有限公司,保利协鑫能源控股有限公司,ent,bjg,bb2,协鑫集团有限公司,{},nf-404,[chn],nf-404,nf-404,nf-404,nf-404,[fic],[fic],nf-404,
ayk,北京大北农科技集团股份有限公司,北京大北农科技集团股份有限公司,ent,i-root,ayk,北京大北农科技集团股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,fic,nf-404,nf-404,
ayl,北京东方雨虹防水技术股份有限公司,北京东方雨虹防水技术股份有限公司,ent,i-root,ayl,北京东方雨虹防水技术股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,fic,fic,nf-404,
aym,北京国联视讯信息技术股份有限公司,北京国联视讯信息技术股份有限公司,ent,i-root,aym,北京国联视讯信息技术股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,fic,nf-404,fic,
ayn,北京建龙重工集团有限公司,北京建龙重工集团有限公司,ent,i-root,ayn,北京建龙重工集团有限公司,{},glb,chn,nf-404,nf-404,nf-404,nf-404,fic,fic,nf-404,
ayo,北京金隅集团股份有限公司,北京金隅集团股份有限公司,ent,i-root,ayo,北京金隅集团股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ayp,北京京能电力股份有限公司,北京京能电力股份有限公司,ent,i-root,ayp,北京京能电力股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ayq,北京控股有限公司,北京控股有限公司,ent,i-root,ayq,北京控股有限公司,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ayr,北京蓝色光标数据科技股份有限公司,北京蓝色光标数据科技股份有限公司,ent,i-root,ayr,北京蓝色光标数据科技股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,fic,nf-404,fic,
ays,北京汽车股份有限公司,北京汽车股份有限公司,ent,ayt,ayt,北京汽车集团有限公司,{},[glb],[chn],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240222：在香港上市。
ayg,北大荒农垦集团有限公司,北大荒农垦集团有限公司,ent,i-root,ayg,北大荒农垦集团有限公司,{},nf-404,nf-404,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ayu,北京首都开发股份有限公司,北京首都开发股份有限公司,ent,i-root,ayu,北京首都开发股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ayv,北京首钢股份有限公司,北京首钢股份有限公司,ent,i-root,ayv,北京首钢股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ayw,北控水务集团有限公司,北控水务集团有限公司,ent,ayq,ayq,北京控股有限公司,{},nf-404,[chn],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240222：在香港上市。
ayx,北汽福田汽车股份有限公司,北汽福田汽车股份有限公司,ent,ayt,ayt,北京汽车集团有限公司,{},[glb],[chn],nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ayf,保利置业集团有限公司,保利置业集团有限公司,ent,bjh,bdv,中国保利集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ayt,北京汽车集团有限公司,北京汽车集团有限公司,ent,i-root,ayt,北京汽车集团有限公司,{},glb,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240222：旗下企业是chn视作chn。
az0,贝壳控股有限公司,贝壳控股有限公司,ent,i-root,az0,贝壳控股有限公司,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,fic,nf-404,fic,
az1,本钢板材股份有限公司,本钢板材股份有限公司,ent,bjj,ay6,鞍钢集团有限公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,
az2,碧桂园控股有限公司,碧桂园控股有限公司,ent,i-root,az2,碧桂园控股有限公司,{},glb,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
az3,渤海银行股份有限公司,渤海银行股份有限公司,ent,i-root,az3,渤海银行股份有限公司,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
az4,渤海租赁股份有限公司,渤海租赁股份有限公司,ent,i-root,az4,渤海租赁股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
az5,步步高商业连锁股份有限公司,步步高商业连锁股份有限公司,ent,i-root,az5,步步高商业连锁股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
az6,超威动力控股有限公司,超威动力控股有限公司,ent,i-root,az6,超威动力控股有限公司,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
az7,成都兴城投资集团有限公司,成都兴城投资集团有限公司,ent,i-root,az7,成都兴城投资集团有限公司,{},glb,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
az8,传化智联股份有限公司,传化智联股份有限公司,ent,i-root,az8,传化智联股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
az9,创维集团有限公司,创维集团有限公司,ent,i-root,az9,创维集团有限公司,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,fic,fic,nf-404,
ayj,北京城建投资发展股份有限公司,北京城建投资发展股份有限公司,ent,i-root,ayj,北京城建投资发展股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
aza,创新新材料科技股份有限公司,创新新材料科技股份有限公司,ent,i-root,aza,创新新材料科技股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
azb,达利食品集团有限公司,达利食品集团有限公司,ent,i-root,azb,达利食品集团有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,fic,nf-404,
azc,大联大投资控股股份有限公司,大联大投资控股股份有限公司,ent,i-root,azc,大联大投资控股股份有限公司,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
azd,大明国际控股有限公司,大明国际控股有限公司,ent,i-root,azd,大明国际控股有限公司,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
aze,大秦铁路股份有限公司,大秦铁路股份有限公司,ent,i-root,aze,大秦铁路股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ayy,北汽蓝谷新能源科技股份有限公司,北汽蓝谷新能源科技股份有限公司,ent,ayt,ayt,北京汽车集团有限公司,{},[glb],[chn],nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ayz,贝壳,贝壳,ent,i-root,ayz,贝壳,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
azi,大悦城控股集团股份有限公司,大悦城控股集团股份有限公司,ent,i-root,azi,大悦城控股集团股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
azj,德邦物流股份有限公司,德邦物流股份有限公司,ent,i-root,azj,德邦物流股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
azk,德信中国控股有限公司,德信中国控股有限公司,ent,i-root,azk,德信中国控股有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
azl,滴滴全球有限公司,滴滴全球有限公司,ent,i-root,azl,滴滴全球有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
azm,叮咚买菜(开曼)有限公司,叮咚买菜(开曼)有限公司,ent,i-root,azm,叮咚买菜(开曼)有限公司,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
azn,东方电气股份有限公司,东方电气股份有限公司,ent,i-root,azn,东方电气股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
azo,东方国际创业股份有限公司,东方国际创业股份有限公司,ent,i-root,azo,东方国际创业股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
azp,东方海外(国际)有限公司,东方海外(国际)有限公司,ent,i-root,azp,东方海外(国际)有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
azq,东方航空物流股份有限公司,东方航空物流股份有限公司,ent,i-root,azq,东方航空物流股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
azr,东方日升新能源股份有限公司,东方日升新能源股份有限公司,ent,i-root,azr,东方日升新能源股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,fic,fic,nf-404,
azs,东方证券股份有限公司,东方证券股份有限公司,ent,i-root,azs,东方证券股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
bjm,中国平安财产保险股份有限公司,中国平安财产保险股份有限公司,ent,bgg,bgg,中国平安保险（集团）股份有限公司,{},[glb],[chn],nf-404,[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
azg,大商股份有限公司,大商股份有限公司,ent,i-root,azg,大商股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
bjn,河南豫能控股股份有限公司,河南豫能控股股份有限公司,ent,i-root,bjn,河南豫能控股股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
azw,东风汽车集团有限公司,东风汽车集团有限公司,ent,i-root,azw,东风汽车集团有限公司,{},glb,chn,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240223：下属公司参考https://www.dfmc.com.cn/zoujindf/links.html
azv,东风汽车集团股份有限公司,东风汽车集团股份有限公司,ent,azw,azw,东风汽车集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
azx,东华能源股份有限公司,东华能源股份有限公司,ent,i-root,azx,东华能源股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,fic,nf-404,nf-404,
azy,多喜爱集团股份有限公司,多喜爱集团股份有限公司,ent,i-root,azy,多喜爱集团股份有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
azz,烽火通信科技股份有限公司,烽火通信科技股份有限公司,ent,i-root,azz,烽火通信科技股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
azh,大同煤矿集团有限责任公司,大同煤矿集团有限责任公司,ent,i-root,azh,大同煤矿集团有限责任公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
azf,大全新能源有限公司,大全新能源有限公司,ent,i-root,azf,大全新能源有限公司,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
b00,佛山市海天调味食品股份有限公司,佛山市海天调味食品股份有限公司,ent,i-root,b00,佛山市海天调味食品股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,fic,nf-404,
b01,福建三钢闽光股份有限公司,福建三钢闽光股份有限公司,ent,i-root,b01,福建三钢闽光股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
b02,福建省电子信息（集团）有限责任公司,福建省电子信息（集团）有限责任公司,ent,i-root,b02,福建省电子信息（集团）有限责任公司,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
