usn,name,name_fr,category,h_psn,root_node.usn,root_node.name_fr,nht_period,egc_tagx.glb500.y2023
b26,河南能源化工集团,河南能源化工集团,ent,root-node,b26,河南能源化工集团,{},nf04
b20,合盛硅业股份有限公司,合盛硅业股份有限公司,ent,root-node,b20,合盛硅业股份有限公司,{},nf04
b28,河南双汇投资发展股份有限公司,河南双汇投资发展股份有限公司,ent,root-node,b28,河南双汇投资发展股份有限公司,{},nf04
b2b,恒安国际集团有限公司,恒安国际集团有限公司,ent,root-node,b2b,恒安国际集团有限公司,{},nf04
b2a,亨通集团有限公司,亨通集团有限公司,ent,root-node,b2a,亨通集团有限公司,{},nf04
b29,河南豫光金铅股份有限公司,河南豫光金铅股份有限公司,ent,root-node,b29,河南豫光金铅股份有限公司,{},nf04
b2c,恒力集团有限公司,恒力集团有限公司,ent,root-node,b2c,恒力集团有限公司,{},glb
b2d,恒力石化股份有限公司,恒力石化股份有限公司,ent,b2c,b2c,恒力集团有限公司,{},[glb]
b2e,恒逸石化股份有限公司,恒逸石化股份有限公司,ent,root-node,b2e,恒逸石化股份有限公司,{},nf04
b2f,弘阳地产集团有限公司,弘阳地产集团有限公司,ent,root-node,b2f,弘阳地产集团有限公司,{},nf04
b2g,鸿海精密工业股份有限公司,鸿海精密工业股份有限公司,ent,root-node,b2g,鸿海精密工业股份有限公司,{},glb
b27,河南神火煤电股份有限公司,河南神火煤电股份有限公司,ent,root-node,b27,河南神火煤电股份有限公司,{},nf04
b2i,湖北兴发化工集团股份有限公司,湖北兴发化工集团股份有限公司,ent,root-node,b2i,湖北兴发化工集团股份有限公司,{},nf04
b2l,湖南裕能新能源电池材料股份有限公司,湖南裕能新能源电池材料股份有限公司,ent,root-node,b2l,湖南裕能新能源电池材料股份有限公司,{},nf04
b2m,花样年控股集团有限公司,花样年控股集团有限公司,ent,root-node,b2m,花样年控股集团有限公司,{},nf04
b2n,华电福新能源股份有限公司,华电福新能源股份有限公司,ent,bf7,bf7,中国华电集团有限公司,{},[glb]
b2k,湖南华菱钢铁股份有限公司,湖南华菱钢铁股份有限公司,ent,b2j,b2j,湖南钢铁集团有限公司,{},[glb]
b2o,华电国际电力股份有限公司,华电国际电力股份有限公司,ent,bf7,bf7,中国华电集团有限公司,{},[glb]
b2p,华东医药股份有限公司,华东医药股份有限公司,ent,bjz,bjz,中国远大集团有限责任公司,{},nf04
b2q,华峰化学股份有限公司,华峰化学股份有限公司,ent,root-node,b2q,华峰化学股份有限公司,{},nf04
b2r,华能国际电力股份有限公司,华能国际电力股份有限公司,ent,bf8,bf8,中国华能集团有限公司,{},[glb]
b2s,华能澜沧江水电股份有限公司,华能澜沧江水电股份有限公司,ent,bf8,bf8,中国华能集团有限公司,{},[glb]
b2j,湖南钢铁集团有限公司,湖南钢铁集团有限公司,ent,root-node,b2j,湖南钢铁集团有限公司,{},glb
b2v,华润电力控股有限公司,华润电力控股有限公司,ent,avq,avp,中国华润有限公司,{},[glb]
b2w,华润啤酒（控股）有限公司,华润啤酒（控股）有限公司,ent,avq,avp,中国华润有限公司,{},[glb]
b2x,华润燃气控股有限公司,华润燃气控股有限公司,ent,avq,avp,中国华润有限公司,{},[glb]
b2u,华勤技术股份有限公司,华勤技术股份有限公司,ent,root-node,b2u,华勤技术股份有限公司,{},nf04
b2z,华润医药集团有限公司,华润医药集团有限公司,ent,avq,avp,中国华润有限公司,{},[glb]
b30,华润置地有限公司,华润置地有限公司,ent,avq,avp,中国华润有限公司,{},[glb]
b2y,华润水泥控股有限公司,华润水泥控股有限公司,ent,azt,avp,中国华润有限公司,{},[glb]
b31,华硕计算机股份有限公司,华硕计算机股份有限公司,ent,root-node,b31,华硕计算机股份有限公司,{},nf04
b2t,华侨城集团有限公司,华侨城集团有限公司,ent,root-node,b2t,华侨城集团有限公司,{},nf04
b2h,葫芦岛锌业股份有限公司,葫芦岛锌业股份有限公司,ent,root-node,b2h,葫芦岛锌业股份有限公司,{},nf04
b32,华泰证券股份有限公司,华泰证券股份有限公司,ent,root-node,b32,华泰证券股份有限公司,{},nf04
b33,华夏保险公司,华夏保险公司,ent,root-node,b33,华夏保险公司,{},nf04
b34,华夏幸福基业股份有限公司,华夏幸福基业股份有限公司,ent,root-node,b34,华夏幸福基业股份有限公司,{},nf04
b35,华夏银行股份有限公司,华夏银行股份有限公司,ent,root-node,b35,华夏银行股份有限公司,{},nf04
b36,华新水泥股份有限公司,华新水泥股份有限公司,ent,root-node,b36,华新水泥股份有限公司,{},nf04
b38,淮北矿业控股股份有限公司,淮北矿业控股股份有限公司,ent,root-node,b38,淮北矿业控股股份有限公司,{},nf04
b37,华阳新材料科技集团有限公司,华阳新材料科技集团有限公司,ent,root-node,b37,华阳新材料科技集团有限公司,{},nf04
b3a,欢聚集团,欢聚集团,ent,root-node,b3a,欢聚集团,{},nf04
b3c,汇通达网络股份有限公司,汇通达网络股份有限公司,ent,root-node,b3c,汇通达网络股份有限公司,{},nf04
b3d,惠州亿纬锂能股份有限公司,惠州亿纬锂能股份有限公司,ent,root-node,b3d,惠州亿纬锂能股份有限公司,{},nf04
b3e,吉利汽车控股有限公司,吉利汽车控股有限公司,ent,root-node,b3e,吉利汽车控股有限公司,{},nf04
b3f,际华集团股份有限公司,际华集团股份有限公司,ent,root-node,b3f,际华集团股份有限公司,{},nf04
b3g,冀中能源股份有限公司,冀中能源股份有限公司,ent,root-node,b3g,冀中能源股份有限公司,{},nf04
b39,淮河能源(集团)股份有限公司,淮河能源(集团)股份有限公司,ent,root-node,b39,淮河能源(集团)股份有限公司,{},nf04
b3b,环旭电子股份有限公司,环旭电子股份有限公司,ent,root-node,b3b,环旭电子股份有限公司,{},nf04
b3k,建业地产股份有限公司,建业地产股份有限公司,ent,root-node,b3k,建业地产股份有限公司,{},nf04
b3l,江河创建集团股份有限公司,江河创建集团股份有限公司,ent,root-node,b3l,江河创建集团股份有限公司,{},nf04
b3m,江铃汽车股份有限公司,江铃汽车股份有限公司,ent,root-node,b3m,江铃汽车股份有限公司,{},nf04
b3h,冀中能源集团,冀中能源集团,ent,root-node,b3h,冀中能源集团,{},nf04
b3j,嘉事堂药业股份有限公司,嘉事堂药业股份有限公司,ent,root-node,b3j,嘉事堂药业股份有限公司,{},nf04
b3n,江苏东方盛虹股份有限公司,江苏东方盛虹股份有限公司,ent,root-node,b3n,江苏东方盛虹股份有限公司,{},nf04
b3p,江苏亨通光电股份有限公司,江苏亨通光电股份有限公司,ent,root-node,b3p,江苏亨通光电股份有限公司,{},nf04
b3q,江苏恒瑞医药股份有限公司,江苏恒瑞医药股份有限公司,ent,root-node,b3q,江苏恒瑞医药股份有限公司,{},nf04
b3i,佳兆业集团控股有限公司,佳兆业集团控股有限公司,ent,root-node,b3i,佳兆业集团控股有限公司,{},nf04
b3o,江苏国信股份有限公司,江苏国信股份有限公司,ent,root-node,b3o,江苏国信股份有限公司,{},nf04
b3t,江苏长电科技股份有限公司,江苏长电科技股份有限公司,ent,root-node,b3t,江苏长电科技股份有限公司,{},nf04
b3s,江苏沙钢集团有限公司,江苏沙钢集团有限公司,ent,root-node,b3s,江苏沙钢集团有限公司,{},glb
b3w,江西赣锋锂业集团股份有限公司,江西赣锋锂业集团股份有限公司,ent,root-node,b3w,江西赣锋锂业集团股份有限公司,{},nf04
b3v,江苏中天科技股份有限公司,江苏中天科技股份有限公司,ent,root-node,b3v,江苏中天科技股份有限公司,{},nf04
b3u,江苏中南建设集团股份有限公司,江苏中南建设集团股份有限公司,ent,root-node,b3u,江苏中南建设集团股份有限公司,{},nf04
b3y,江西铜业股份有限公司,江西铜业股份有限公司,ent,root-node,b3y,江西铜业股份有限公司,{},nf04
b3z,江西铜业集团有限公司,江西铜业集团有限公司,ent,root-node,b3z,江西铜业集团有限公司,{},glb
b40,江西正邦科技股份有限公司,江西正邦科技股份有限公司,ent,root-node,b40,江西正邦科技股份有限公司,{},nf04
b41,金川集团股份有限公司,金川集团股份有限公司,ent,root-node,b41,金川集团股份有限公司,{},glb
b42,金地（集团）股份有限公司,金地（集团）股份有限公司,ent,root-node,b42,金地（集团）股份有限公司,{},nf04
b3x,江西九丰能源股份有限公司,江西九丰能源股份有限公司,ent,root-node,b3x,江西九丰能源股份有限公司,{},nf04
b3r,江苏汇鸿国际集团股份有限公司,江苏汇鸿国际集团股份有限公司,ent,root-node,b3r,江苏汇鸿国际集团股份有限公司,{},nf04
b46,金融街控股股份有限公司,金融街控股股份有限公司,ent,root-node,b46,金融街控股股份有限公司,{},nf04
b47,晋能控股集团有限公司,晋能控股集团有限公司,ent,root-node,b47,晋能控股集团有限公司,{},glb
b48,京东方科技集团股份有限公司,京东方科技集团股份有限公司,ent,root-node,b48,京东方科技集团股份有限公司,{},nf04
b49,京沪高速铁路股份有限公司,京沪高速铁路股份有限公司,ent,root-node,b49,京沪高速铁路股份有限公司,{},nf04
b4a,晶澳太阳能科技股份有限公司,晶澳太阳能科技股份有限公司,ent,root-node,b4a,晶澳太阳能科技股份有限公司,{},nf04
b4b,晶科能源股份有限公司,晶科能源股份有限公司,ent,root-node,b4b,晶科能源股份有限公司,{},nf04
b4c,晶科能源控股有限公司,晶科能源控股有限公司,ent,root-node,b4c,晶科能源控股有限公司,{},nf04
b4d,敬业集团有限公司,敬业集团有限公司,ent,root-node,b4d,敬业集团有限公司,{},glb
b4e,九州通医药集团股份有限公司,九州通医药集团股份有限公司,ent,root-node,b4e,九州通医药集团股份有限公司,{},nf04
b44,金辉控股(集团)有限公司,金辉控股(集团)有限公司,ent,root-node,b44,金辉控股(集团)有限公司,{},nf04
b43,金发科技股份有限公司,金发科技股份有限公司,ent,root-node,b43,金发科技股份有限公司,{},nf04
b45,金科地产集团股份有限公司,金科地产集团股份有限公司,ent,root-node,b45,金科地产集团股份有限公司,{},nf04
b4g,开滦能源化工股份有限公司,开滦能源化工股份有限公司,ent,root-node,b4g,开滦能源化工股份有限公司,{},nf04
b4i,科达集团股份有限公司,科达集团股份有限公司,ent,root-node,b4i,科达集团股份有限公司,{},nf04
b4j,科兴控股生物技术有限公司,科兴控股生物技术有限公司,ent,root-node,b4j,科兴控股生物技术有限公司,{},nf04
b4k,跨境通宝电子商务股份有限公司,跨境通宝电子商务股份有限公司,ent,root-node,b4k,跨境通宝电子商务股份有限公司,{},nf04
b4l,矿冶科技集团有限公司,矿冶科技集团有限公司,ent,root-node,b4l,矿冶科技集团有限公司,{},nf04
b4m,昆仑能源有限公司,昆仑能源有限公司,ent,root-node,b4m,昆仑能源有限公司,{},nf04
b4n,蓝思科技股份有限公司,蓝思科技股份有限公司,ent,root-node,b4n,蓝思科技股份有限公司,{},nf04
b4h,康佳集团股份有限公司,康佳集团股份有限公司,ent,b2t,b2t,华侨城集团有限公司,{},nf04
b4f,玖龙纸业（控股）有限公司,玖龙纸业（控股）有限公司,ent,root-node,b4f,玖龙纸业（控股）有限公司,{},nf04
b4o,老凤祥股份有限公司,老凤祥股份有限公司,ent,root-node,b4o,老凤祥股份有限公司,{},nf04
b4s,立讯精密工业股份有限公司,立讯精密工业股份有限公司,ent,root-node,b4s,立讯精密工业股份有限公司,{},glb
b4t,联发科技股份有限公司,联发科技股份有限公司,ent,root-node,b4t,联发科技股份有限公司,{},nf04
b4r,理想汽车,理想汽车,ent,root-node,b4r,理想汽车,{},nf04
b4v,辽宁方大集团实业有限公司,辽宁方大集团实业有限公司,ent,root-node,b4v,辽宁方大集团实业有限公司,{},nf04
b4w,辽宁禾丰牧业股份有限公司,辽宁禾丰牧业股份有限公司,ent,root-node,b4w,辽宁禾丰牧业股份有限公司,{},nf04
b4x,凌源钢铁股份有限公司,凌源钢铁股份有限公司,ent,root-node,b4x,凌源钢铁股份有限公司,{},nf04
b4y,柳州钢铁股份有限公司,柳州钢铁股份有限公司,ent,root-node,b4y,柳州钢铁股份有限公司,{},nf04
b4z,龙佰集团股份有限公司,龙佰集团股份有限公司,ent,root-node,b4z,龙佰集团股份有限公司,{},nf04
b50,龙光地产控股有限公司,龙光地产控股有限公司,ent,root-node,b50,龙光地产控股有限公司,{},nf04
b51,龙光集团有限公司,龙光集团有限公司,ent,root-node,b51,龙光集团有限公司,{},nf04
b52,龙湖集团控股有限公司,龙湖集团控股有限公司,ent,root-node,b52,龙湖集团控股有限公司,{},glb
b53,龙元建设集团股份有限公司,龙元建设集团股份有限公司,ent,root-node,b53,龙元建设集团股份有限公司,{},nf04
b54,龙源电力集团股份有限公司,龙源电力集团股份有限公司,ent,root-node,b54,龙源电力集团股份有限公司,{},nf04
b4u,联华超市股份有限公司,联华超市股份有限公司,ent,b7x,b7x,百联集团有限公司,{},nf04
b55,泸州老窖股份有限公司,泸州老窖股份有限公司,ent,root-node,b55,泸州老窖股份有限公司,{},nf04
b4q,理文造纸有限公司,理文造纸有限公司,ent,root-node,b4q,理文造纸有限公司,{},nf04
b4p,李宁有限公司,李宁有限公司,ent,root-node,b4p,李宁有限公司,{},nf04
b57,陆家嘴国际金融资产交易市场股份有限公司,陆家嘴国际金融资产交易市场股份有限公司,ent,root-node,b57,陆家嘴国际金融资产交易市场股份有限公司,{},nf04
b58,陆金所控股有限公司,陆金所控股有限公司,ent,bgg,bgg,中国平安保险（集团）股份有限公司,{},[glb]
